"header"	"created"	"author"	"topic"	"path"	"source"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"9.10.2014"	"Пресс-служба"	"Народ и власть"	"2014/October/2835.txt"	"http://desnyanka.ru/narod_i_vlast/2227-v-pravitelstve-oblasti.html"
"В ПЕСНЕ И ТАНЦЕ ЖИВЁТ ДУША НАРОДА"	"17.04.2013"	"Noname"	"Район: день за днем"	"2013/April/2836.txt"	"http://desnyanka.ru/rayon_den_za_dnem/971-VPESNEITANTSEZHIVETDUSHANARODA.html"
"ПОМОЩЬ ШКОЛЕ"	"17.04.2013"	"Noname"	"В администрации района"	"2013/April/2837.txt"	"http://desnyanka.ru/v_administracii_rayona/970-POMOSHCHSHKOLE.html"
"ТРЕТЬИ В РОССИИ"	"17.04.2013"	"Noname"	"Спорт"	"2013/April/2838.txt"	"http://desnyanka.ru/sport/969-TRETIVROSSII.html"
"ПРИЕМ ВЕДЕТСЯ ЕЖЕДНЕВНО"	"17.04.2013"	"Noname"	"Информация"	"2013/April/2839.txt"	"http://desnyanka.ru/informaciya/968-PRIEMVEDETSYAEZHEDNEVNO.html"
"О ПРОВЕДЕНИИ ДИСПАНСЕРИЗАЦИИ"	"17.04.2013"	"Noname"	"Службы информируют"	"2013/April/2840.txt"	"http://desnyanka.ru/sluzhbi_informiruut/967-OPROVEDENIIDISPANSERIZATSII.html"
"КОНЦЕРТ ДЛЯ ЛЮБИМЫХ"	"4.12.2015"	"Noname"	"Район: день за днем"	"2015/December/2841.txt"	"http://desnyanka.ru/rayon_den_za_dnem/3835-konczert-dlya-lyubimix-3835.html"
"НАШ «ЗОЛОТОЙ ПЕТУШОК»"	"15.06.2015"	"Noname"	""	"2015/June/2842.txt"	"http://desnyanka.ru/informaciya/3296-nash-zolotoj-petushok-3295.html"
"ОЧЕРЕДНОЕ НОВОСЕЛЬЕ В ПАЛЬЦО"	"18.11.2015"	"Noname"	"Район: день за днем"	"2015/November/2843.txt"	"http://desnyanka.ru/rayon_den_za_dnem/3791-ocherednoe-novosele-v-palczo-3791.html"
"ИНФОРМКУРЬЕР"	"18.11.2015"	"Noname"	"Район: день за днем"	"2015/November/2844.txt"	"http://desnyanka.ru/rayon_den_za_dnem/3790-informkurer-3790.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"18.11.2015"	"Noname"	"Народ и власть"	"2015/November/2845.txt"	"http://desnyanka.ru/narod_i_vlast/3789-v-pravitelstve-oblasti-3789.html"
"ВЫСТАВКА БРЯНСКОЙ ОБЛАСТИ В ГОСУДАРСТВЕННОЙ ДУМЕ"	"3.07.2015"	"Noname"	"Народ и власть"	"2015/July/2846.txt"	"http://desnyanka.ru/narod_i_vlast/3376-vistavka-bryanskoj-oblasti-v-gosudarstvennoj-dume-3376.html"
"ЖИВА ПАМЯТЬ О ВОЙНЕ"	"3.07.2015"	"Noname"	"«Творцы Победы»"	"2015/July/2847.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/3375-zhiva-pamyat-o-vojne-3375.html"
"БРЯНСКИЙ ОНФ ВСТРЕТИЛ УЧАСТНИКОВ МЕЖДУНАРОДНОЙ ЭСТАФЕТЫ"	"3.07.2015"	"Noname"	"Народ и власть"	"2015/July/2848.txt"	"http://desnyanka.ru/narod_i_vlast/3374-bryanskij-onf-vstretil-uchastnikov-mezhdunarodnoj-estafeti-3374.html"
"ТЕПЛО СЕМЕЙНОГО ОЧАГА"	"3.07.2015"	"Noname"	"Наши земляки"	"2015/July/2849.txt"	"http://desnyanka.ru/nashi_zemlyaki/3373-teplo-semejnogo-ochaga-3373.html"
"ДО СВИДАНИЯ, ГИМНАЗИЯ!"	"3.07.2015"	"Noname"	"Район: день за днем"	"2015/July/2850.txt"	"http://desnyanka.ru/rayon_den_za_dnem/3371-do-svidaniya-gimnaziya-3371.html"
"«ПОКЛОН ВАМ НИЗКИЙ, ДО ЗЕМЛИ»"	"3.07.2015"	"Noname"	"Разное"	"2015/July/2851.txt"	"http://desnyanka.ru/raznoe/3370-poklon-vam-nizkij-do-zemli-3370.html"
"ОЛИМПИЙСКИЙ ДЕНЬ"	"3.07.2015"	"Noname"	"Спорт"	"2015/July/2852.txt"	"http://desnyanka.ru/sport/3369-olimpijskij-den-3369.html"
"ДМИТРИЙ СКЛЕМА — ДВУКРАТНЫЙ ЧЕМПИОН ЕВРОПЫ"	"24.07.2015"	"Noname"	"Спорт"	"2015/July/2853.txt"	"http://desnyanka.ru/sport/3453-dmitrij-sklema-dvukratnij-chempion-evropi-3453.html"
"ДИПЛОМЫ РУКОВОДИТЕЛЯМ МУНИЦИПАЛЬНЫХ ОБРАЗОВАНИЙ"	"24.07.2015"	"Noname"	"Народ и власть"	"2015/July/2854.txt"	"http://desnyanka.ru/narod_i_vlast/3452-diplomi-rukovoditelyam-municzipalnix-obrazovanij-3452.html"
"НАДЕЖНОЕ ПЛЕЧО ГРАЖДАНСКОГО ОБЩЕСТВА"	"24.07.2015"	"Noname"	"Наши земляки"	"2015/July/2855.txt"	"http://desnyanka.ru/nashi_zemlyaki/3451-nadezhnoe-plecho-grazhdanskogo-obshhestva-3451.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"24.07.2015"	"Noname"	"Народ и власть"	"2015/July/2856.txt"	"http://desnyanka.ru/narod_i_vlast/3450-v-pravitelstve-oblasti-3450.html"
"РЕГИОНАЛЬНЫЙ ФОНД КАПИТАЛЬНОГО РЕМОНТА МНОГОКВАРТИРНЫХ ДОМОВ БРЯНСКОЙ ОБЛАСТИ — ГЛАВНЫЙ ПОМОЩНИК ДЛЯ СОБСТВЕННИКОВ В ПРОВЕДЕНИИ КАПИТАЛЬНОГО РЕМОНТА ИХ МНОГОКВАРТИРНОГО ДОМА"	"24.07.2015"	"Noname"	"Службы информируют"	"2015/July/2857.txt"	"http://desnyanka.ru/sluzhbi_informiruut/3449-regionalnij-fond-kapitalnogo-remonta-mnogokvartirnix-domov-bryanskoj-oblasti-glavnij-pomoshhnik-dlya-sobstvennikov-v-provedenii-kapitalnogo-remonta-ix-mnogokvartirnogo-doma-3449.html"
"ЖАТВА НАЧАЛАСЬ"	"24.07.2015"	"Noname"	"Район: день за днем"	"2015/July/2858.txt"	"http://desnyanka.ru/rayon_den_za_dnem/3448-zhatva-nachalas-3448.html"
"СОЦИАЛЬНОЕ ОБСЛУЖИВАНИЕ ГРАЖДАН"	"24.07.2015"	"Noname"	"Службы информируют"	"2015/July/2859.txt"	"http://desnyanka.ru/sluzhbi_informiruut/3447-soczialnoe-obsluzhivanie-grazhdan-3447.html"
"ЯРМАРКИ ВЫХОДНОГО ДНЯ"	"24.07.2015"	"Noname"	"Информация"	"2015/July/2860.txt"	"http://desnyanka.ru/informaciya/3446-yarmarki-vixodnogo-dnya-3446.html"
"ВЕЛИКИЙ ПОДВИГ ЖЕНЩИНЫ В ГОДЫ  ВЕЛИКОЙ ОТЕЧЕСТВЕННОЙ ВОЙНЫ"	"24.07.2015"	"Noname"	"«Творцы Победы»"	"2015/July/2861.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/3445-velikij-podvig-zhenshhini-v-godi-velikoj-otechestvennoj-vojni-3445.html"
"БРЯНСКИЙ ОНФ ПРИНЯЛ УЧАСТИЕ  В МИТИНГЕ-КОНЦЕРТЕ «ВОССОЕДИНЕНИЕ»"	"20.03.2015"	" Татьяна ЛЫТЕНКОВА"	"Народ и власть"	"2015/March/2862.txt"	"http://desnyanka.ru/narod_i_vlast/2926-bryanskij-onf-prinyal-uchastie-v-mitingekonczerte-vossoedinenie.html"
"ПАЛЬЦОВЦЫ, РАВНЕНИЕ НА ЗНАМЯ!"	"20.03.2015"	"Noname"	"К 70-летию Великой Победы"	"2015/March/2863.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2925-palczovczi-ravnenie-na-znamya.html"
"ПОКЛОНИМСЯ ВЕЛИКИМ ТЕМ ГОДАМ"	"20.03.2015"	"Е.П. Белова"	"Районные, областные и федеральные акции"	"2015/March/2864.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/rayonnyie-oblastnyie-i-federalnyie-aktsii/2924-poklonimsya-velikim-tem-godam.html"
"НОВОСЕЛКИ ПРИНИМАЮТ ПОБЕДНУЮ ЭСТАФЕТУ"	"20.03.2015"	" Н.Е. Самусь"	"Районные, областные и федеральные акции"	"2015/March/2865.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/rayonnyie-oblastnyie-i-federalnyie-aktsii/2923-novoselki-prinimayut-pobednuyu-estafetu.html"
"В ДНИ ГОДОВЩИНЫ ВОЗВРАЩЕНИЯ КРЫМА"	"20.03.2015"	"Людмила Кузичева"	"Район: день за днем"	"2015/March/2866.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2922-v-dni-godovshhini-vozvrashheniya-krima.html"
"«РОССИЯ-1», «РОССИЯ-КУЛЬТУРА» — ЦИФРОВАЯ ТРАНСЛЯЦИЯ  "	"20.03.2015"	"Noname"	"Информация"	"2015/March/2867.txt"	"http://desnyanka.ru/informaciya/2921-rossiya-rossiyakultura-czifrovaya-translyacziya.html"
"НАКАНУНЕ СЕВА"	"20.03.2015"	"Константин ЩЕГЛОВ"	"Район: день за днем"	"2015/March/2868.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2920-nakanune-seva.html"
"МОЛОДЕЖЬ — НАШЕ БУДУЩЕЕ"	"20.03.2015"	" Надежда Кашпарова"	"Здоровье"	"2015/March/2869.txt"	"http://desnyanka.ru/zdorov/2919-molodezh-nashe-budushhee.html"
"«ЭТО КРЫМ, И ПО СОВЕСТИ — ЭТО РОССИЯ»"	"20.03.2015"	"Галина ЧЕПЛУХОВА"	"Район: день за днем"	"2015/March/2870.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2918-eto-krim-i-po-sovesti-eto-rossiya.html"
"ПАМЯТЬ"	"7.07.2011"	"Noname"	"Это интересно"	"2011/July/2871.txt"	"http://desnyanka.ru/eto_interesno/299-pamyat.html"
"Память"	"7.07.2011"	"Noname"	""	"2011/July/2872.txt"	"http://desnyanka.ru/informaciya/297-pamyat.html"
"ЭКСПОНАТЫ С МЕСТА ПАДЕНИЯ САМОЛЕТА ПЕРЕДАНЫ В МУЗЕЙ"	"7.07.2011"	"Noname"	"Район: день за днем"	"2011/July/2873.txt"	"http://desnyanka.ru/rayon_den_za_dnem/296-EKSPONATISMESTAPADENIYASAMOLETAPEREDANIVMUZEY.html"
"СЕНАЖ ПО-МИХАЙЛОВСКИ"	"7.07.2011"	"Noname"	"Район: день за днем"	"2011/July/2874.txt"	"http://desnyanka.ru/rayon_den_za_dnem/295-SENAZHPOMIHAYLOVSKI.html"
"КРЫМСКАЯ ВЕСНА: ПУТЬ ДОМОЙ"	"25.03.2015"	"Н.М. Певчева"	"Разное"	"2015/March/2875.txt"	"http://desnyanka.ru/raznoe/2956-krimskaya-vesna-put-domoj.html"
"АНАТОЛИЙ СЕРГЕЕВИЧ БОРТУЛЕВ"	"25.03.2015"	"Noname"	"«Творцы Победы»"	"2015/March/2876.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/2955-anatolij-sergeevich-bortulev.html"
"«ЧЕЛОВЕК – ПРИОРИТЕТ   ГОСУДАРСТВА»"	"15.11.2013"	"Noname"	"Район: день за днем"	"2013/November/2877.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1273-chelovekprioritetgosudarstva.html"
"В Правительстве области"	"15.11.2013"	"Noname"	"Народ и власть"	"2013/November/2878.txt"	"http://desnyanka.ru/narod_i_vlast/1272-VPravitelstveoblasti.html"
"ПРАЗДНИК ДЛЯ ВЕТЕРАНОВ"	"15.11.2013"	"Noname"	"Письмо в газету"	"2013/November/2879.txt"	"http://desnyanka.ru/pismo_v_gaztu/1271-PRAZDNIKDLYAVETERANOV.html"
"С 55-ЛЕТНИМ ЮБИЛЕЕМ ШКОЛЫ"	"15.11.2013"	"Noname"	"Разное"	"2013/November/2880.txt"	"http://desnyanka.ru/raznoe/1270-S55LETNIMYUBILEEMSHKOLI.html"
"«ТЫ И ЗАКОН»"	"15.11.2013"	"Noname"	"В администрации района"	"2013/November/2881.txt"	"http://desnyanka.ru/v_administracii_rayona/1269-TIIZAKON.html"
"БРЯНСКИЕ ДОБРОВОЛЬЦЫ ГОТОВЫ К ВЫПОЛНЕНИЮ ЗАДАЧ"	"15.11.2013"	"Noname"	"Район: день за днем"	"2013/November/2882.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1268-BRYANSKIEDOBROVOLTSIGOTOVIKVIPOLNENIYUZADACH.html"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"15.11.2013"	"Noname"	"Информация"	"2013/November/2883.txt"	"http://desnyanka.ru/informaciya/1267-VBRYANSKOYOBLASTNOYDUME.html"
"О МИГРАЦИОННОЙ КАРТЕ"	"15.11.2013"	"Noname"	"Службы информируют"	"2013/November/2884.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1266-OMIGRATSIONNOYKARTE.html"
"ПОМОЩЬ ПРИШЛА ВОВРЕМЯ!"	"15.11.2013"	"Noname"	"Разное"	"2013/November/2885.txt"	"http://desnyanka.ru/raznoe/1265-POMOSHCHPRISHLAVOVREMYA.html"
"«КАК ПРЕКРАСЕН ЭТОТ МИР»"	"15.11.2013"	"Noname"	"Разное"	"2013/November/2886.txt"	"http://desnyanka.ru/raznoe/1264-KAKPREKRASENETOTMIR.html"
"БОЛЬШАЯ, ДРУЖНАЯ СЕМЬЯ, ОСОБЫЙ МИР"	"30.09.2015"	"Noname"	"Разное"	"2015/September/2887.txt"	"http://desnyanka.ru/raznoe/3637-bolshaya-druzhnaya-semya-osobij-mir-3637.html"
"НАДЗОРНЫЕ МЕРОПРИЯТИЯ ПО ОСЕННЕМУ ПРИЗЫВУ НА ВОЕННУЮ СЛУЖБУ"	"30.09.2015"	"Noname"	"Службы информируют"	"2015/September/2888.txt"	"http://desnyanka.ru/sluzhbi_informiruut/3636-nadzornie-meropriyatiya-po-osennemu-prizivu-na-voennuyu-sluzhbu-3636.html"
"ДВЕ ГЛАВНЫЕ ЗАДАЧИ ВЫПОЛНЕНЫ"	"11.09.2015"	"Noname"	"Район: день за днем"	"2015/September/2889.txt"	"http://desnyanka.ru/rayon_den_za_dnem/3596-dve-glavnie-zadachi-vipolneni-3596.html"
"ОТКРЫТИЕ ЦЕНТРА ПРАВОСЛАВНОЙ КУЛЬТУРЫ"	"11.09.2015"	"Noname"	"Район: день за днем"	"2015/September/2890.txt"	"http://desnyanka.ru/rayon_den_za_dnem/3595-otkritie-czentra-pravoslavnoj-kulturi-3595.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"11.09.2015"	"Noname"	"Народ и власть"	"2015/September/2891.txt"	"http://desnyanka.ru/narod_i_vlast/3594-v-pravitelstve-oblasti-3594.html"
"«РАТНОМУ ПОДВИГУ СЛАВУ ПОЁМ»"	"11.09.2015"	"Noname"	"Информация"	"2015/September/2892.txt"	"http://desnyanka.ru/informaciya/3593-ratnomu-podvigu-slavu-pom-3593.html"
"ПОЛЕ ЧЕСТИ"	"11.09.2015"	"Noname"	"«Творцы Победы»"	"2015/September/2893.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/3592-pole-chesti-3592.html"
"ВЫПЛАТА ПЕНСИИ  ЗА АВГУСТ В БРЯНСКОМ РАЙОНЕ ПРОШЛА БЕЗ СБОЕВ"	"11.09.2015"	"Noname"	"Службы информируют"	"2015/September/2894.txt"	"http://desnyanka.ru/sluzhbi_informiruut/3591-viplata-pensii-za-avgust-v-bryanskom-rajone-proshla-bez-sboev-3591.html"
"ПОРЯДОК ВЗИМАНИЯ ПЛАТЫ ЗА СОЦИАЛЬНЫЕ УСЛУГИ В ФОРМЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НА ДОМУ"	"11.09.2015"	"Noname"	"Службы информируют"	"2015/September/2895.txt"	"http://desnyanka.ru/sluzhbi_informiruut/3590-poryadok-vzimaniya-plati-za-soczialnie-uslugi-v-forme-soczialnogo-obsluzhivaniya-na-domu-3590.html"
"ТРЕЗВАЯ СЕМЬЯ — ЗДОРОВАЯ НАЦИЯ"	"11.09.2015"	"Noname"	"Здоровье"	"2015/September/2896.txt"	"http://desnyanka.ru/zdorov/3589-trezvaya-semya-zdorovaya-nacziya-3589.html"
"ПЕРВЫЙ УЧИТЕЛЬ"	"15.01.2015"	"Саша ЖУКОВА"	"Наши земляки"	"2015/January/2897.txt"	"http://desnyanka.ru/nashi_zemlyaki/2504-pervij-uchitel.html"
"ТЫ, ДА Я, ДА МЫ С ТОБОЙ…"	"15.01.2015"	"Noname"	"Разное"	"2015/January/2898.txt"	"http://desnyanka.ru/raznoe/2503-ti-da-ya-da-mi-s-toboj.html"
"РАДОСТЬ В КАЖДЫЙ ДОМ"	"15.01.2015"	"Noname"	"Письмо в газету"	"2015/January/2899.txt"	"http://desnyanka.ru/pismo_v_gaztu/2502-radost-v-kazhdij-dom.html"
"В ГОСТИ С КОНЦЕРТОМ"	"15.01.2015"	"Виктория БУРОВА"	"Район: день за днем"	"2015/January/2900.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2501-v-gosti-s-konczertom.html"
"ИНВЕСТОР С МИРОВЫМ ИМЕНЕМ ПРИХОДИТ НА БРЯНЩИНУ"	"23.01.2015"	"Noname"	"Народ и власть"	"2015/January/2901.txt"	"http://desnyanka.ru/narod_i_vlast/2552-investor-s-mirovim-imenem-prixodit-na-bryanshhinu.html"
"ПО СТУПЕНЯМ ПОДВИГА И ЛЮБВИ РЯДОВОГО «ОТВАГИ»"	"23.01.2015"	"Noname"	"«Творцы Победы»"	"2015/January/2902.txt"	"http://desnyanka.ru/sudbi_ludskie/2551-po-stupenyam-podviga-i-lyubvi-ryadovogo-otvagi.html"
"СПАСИБО ЗА ЗАБОТУ"	"23.01.2015"	"Noname"	"Письмо в газету"	"2015/January/2903.txt"	"http://desnyanka.ru/pismo_v_gaztu/2550-spasibo-za-zabotu.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"23.05.2014"	"Пресс-служба"	"Народ и власть"	"2014/May/2904.txt"	"http://desnyanka.ru/narod_i_vlast/1837-v-pravitelstve-oblasti.html"
"ПРИГЛАШАЕМ НА ИЗБИРАТЕЛЬНЫЕ УЧАСТКИ!"	"16.05.2014"	"Noname"	"Народ и власть"	"2014/May/2905.txt"	"http://desnyanka.ru/narod_i_vlast/1829-priglashaem-na-izbiratelnie-uchastki.html"
"СЕМЕЙНЫЕ ЦЕННОСТИ — ПРЕВЫШЕ ВСЕГО"	"16.05.2014"	"Валентин СТЕПАНОВ"	"В администрации района"	"2014/May/2906.txt"	"http://desnyanka.ru/v_administracii_rayona/1828-semejnie-czennosti-previshe-vsego.html"
"ПОМНИТЬ ВСЕГДА"	"8.05.2014"	"Виктор ПИСАРЕВ"	"Район: день за днем"	"2014/May/2907.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1799-pomnit-vsegda.html"
"С ПЕСНЕЙ ПО ЖИЗНИ"	"8.05.2014"	"Мария Рогова"	"Судьбы людские"	"2014/May/2908.txt"	"http://desnyanka.ru/sudbi_ludskie/1798-s-pesnej-po-zhizni.html"
"«ЛЮБЛЮ ТЕБЯ, МОЙ КРАЙ РОДНОЙ!»"	"8.05.2014"	"В.И. АФОНИНА"	"Наши земляки"	"2014/May/2909.txt"	"http://desnyanka.ru/nashi_zemlyaki/1797-lyublyu-tebya-moj-kraj-rodnoj.html"
"ЛЕГКОАТЛЕТИЧЕСКИЙ ПРОБЕГ"	"8.05.2014"	"Noname"	"Спорт"	"2014/May/2910.txt"	"http://desnyanka.ru/sport/1796-legkoatleticheskij-probeg.html"
"О НОВОЙ ПЕНСИОННОЙ ФОРМУЛЕ"	"8.05.2014"	"Noname"	"Службы информируют"	"2014/May/2911.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1795-o-novoj-pensionnoj-formule.html"
"МОСКВИЧИ ПОБЛАГОДАРИЛИ БРЯНСКИЙ РАЙОН  ЗА РАДУШНЫЙ ПРИЕМ"	"20.09.2013"	"Noname"	"Район: день за днем"	"2013/September/2912.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1161-MOSKVICHIPOBLAGODARILIBRYANSKIYRAYONZARADUSHNIYPRIEM.html"
"НАШ ДОЛГ — ОКРУЖИТЬ ВЕТЕРАНОВ ЗАБОТОЙ И ВНИМАНИЕМ"	"20.09.2013"	"Noname"	"Район: день за днем"	"2013/September/2913.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1160-NASHDOLGOKRUZHITVETERANOVZABOTOYIVNIMANIEM.html"
"КОМПЬЮТЕР — В ПОДАРОК"	"20.09.2013"	"Noname"	"Судьбы людские"	"2013/September/2914.txt"	"http://desnyanka.ru/sudbi_ludskie/1159-KOMPYUTERVPODAROK.html"
"ЗДОРОВЬЯ, СЧАСТЬЯ, ДОБРА!"	"8.09.2011"	"Noname"	"Разное"	"2011/September/2915.txt"	"http://desnyanka.ru/raznoe/349-ZDOROVYA-SCHASTYA-DOBRA.html"
"ЛОЖНЫЕ SMS-СООБЩЕНИЯ"	"8.09.2011"	"Noname"	"Службы информируют"	"2011/September/2916.txt"	"http://desnyanka.ru/sluzhbi_informiruut/348-LOZHNIESMSSOOBSHCHENIYA.html"
"РАБОТА ПРОДОЛЖАЕТСЯ"	"9.11.2012"	"Noname"	"Информация"	"2012/November/2917.txt"	"http://desnyanka.ru/informaciya/842-RABOTAPRODOLZHAETSYA.html"
"МОЛОДЁЖЬ ПРЕДСТАВИЛА СОЦПРОЕКТЫ"	"9.11.2012"	"Noname"	"В администрации района"	"2012/November/2918.txt"	"http://desnyanka.ru/v_administracii_rayona/841-MOLODEZHPREDSTAVILASOTSPROEKTI.html"
"ё«СОЛНЫШКО» И ЭКОЛОГИЯ"	"11.09.2015"	"Noname"	"Письмо в газету"	"2015/September/2919.txt"	"http://desnyanka.ru/pismo_v_gaztu/3586-solnishko-i-ekologiya-3586.html"
"с Днем работников  нефтяной и газовой промышленности "	"7.09.2015"	"Noname"	"Разное"	"2015/September/2920.txt"	"http://desnyanka.ru/raznoe/3576-s-dnem-rabotnikov-neftyanoj-i-gazovoj-promishlennosti-3576.html"
"ИНФОРМКУРЬЕР"	"15.05.2014"	"Noname"	"Район: день за днем"	"2014/May/2921.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1803-informkurer.html"
"СЕССИЯ РАЙСОВЕТА"	"19.09.2014"	"Noname"	"Информация"	"2014/September/2922.txt"	"http://desnyanka.ru/informaciya/2169-sessiya-rajsoveta.html"
"ЛИДЕР — «ЕДИНАЯ РОССИЯ»"	"19.09.2014"	"Артур АЗАРОВ"	"Народ и власть"	"2014/September/2923.txt"	"http://desnyanka.ru/narod_i_vlast/2168-lider-edinaya-rossiya.html"
"СЛУЖБА ПО КОНТРАКТУ"	"19.09.2014"	"Артур СЕРГЕЕВ"	"Спрашивали – отвечаем"	"2014/September/2924.txt"	"http://desnyanka.ru/sprashivali-otvechaem/2167-sluzhba-po-kontraktu.html"
"С ЮБИЛЕЕМ, ЕВДОКИЯ СТЕПАНОВНА!"	"19.09.2014"	"Noname"	"Судьбы людские"	"2014/September/2925.txt"	"http://desnyanka.ru/sudbi_ludskie/2166-s-yubileem-evdokiya-stepanovna.html"
"НАГРАДЫ НАШЛИ ОСВОБОДИТЕЛЕЙ"	"19.09.2014"	"Noname"	"Наши земляки"	"2014/September/2926.txt"	"http://desnyanka.ru/nashi_zemlyaki/2165-nagradi-nashli-osvoboditelej.html"
"ЗАВЕРШИЛАСЬ БЛАГОТВОРИТЕЛЬНАЯ АКЦИЯ"	"19.09.2014"	"М.Н. Рогова"	"Службы информируют"	"2014/September/2927.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2164-zavershilas-blagotvoritelnaya-akcziya.html"
"С ЗАБОТОЙ О ДЕТЯХ"	"19.09.2014"	"Noname"	"Письмо в газету"	"2014/September/2928.txt"	"http://desnyanka.ru/pismo_v_gaztu/2163-s-zabotoj-o-detyax.html"
"ФЕДЕРАЛЬНЫЕ ЛЬГОТНИКИ ДОЛЖНЫ СДЕЛАТЬ СВОЙ ВЫБОР ДО 1 ОКТЯБРЯ"	"19.09.2014"	"Noname"	"Службы информируют"	"2014/September/2929.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2162-federalnie-lgotniki-dolzhni-sdelat-svoj-vibor-do-oktyabrya.html"
"ИНФОРМКУРЬЕР"	"19.09.2014"	"Noname"	"Район: день за днем"	"2014/September/2930.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2161-informkurer.html"
