"header"	"created"	"author"	"topic"	"path"	"source"
"АНАТОЛИЙ ПАВЛОВИЧ САФРОНОВ "	"12.03.2015"	"Noname"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/March/1991.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/vruchenie-yubileynoy-medali-70-let-pobedyi-v-velikoy-otechestvennoy-voyne-1941-1945-gg/2847-anatolij-pavlovich-safronov.html"
"СОСТОЯЛ В ОТРЯДЕ  «БОЛЬШЕВИК»"	"12.03.2015"	"Валентин СТЕПАНОВ"	"«Творцы Победы»"	"2015/March/1992.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/2846-sostoyal-v-otryade-bolshevik.html"
"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"12.03.2015"	"Noname"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/March/1993.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/vruchenie-yubileynoy-medali-70-let-pobedyi-v-velikoy-otechestvennoy-voyne-1941-1945-gg/2845-vruchenie-yubilejnoj-medali-let-pobedi-v-velikoj-otechestvennoj-vojne-gg.html"
"НИЗКИЙ ПОКЛОН РУССКОМУ СОЛДАТУ"	"12.03.2015"	"Noname"	"«Творцы Победы»"	"2015/March/1994.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/2840-nizkij-poklon-russkomu-soldatu.html"
"АЛЕКСЕЙ ФЕДОРОВИЧ АЛДОШИН "	"16.03.2015"	"Noname"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/March/1995.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/vruchenie-yubileynoy-medali-70-let-pobedyi-v-velikoy-otechestvennoy-voyne-1941-1945-gg/2875-aleksej-fedorovich-aldoshin.html"
"НЕ СТАРЕЮТ ДУШОЙ ВЕТЕРАНЫ"	"16.03.2015"	"С.А. КУЗНЕЦОВА"	"«Творцы Победы»"	"2015/March/1996.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/tvortsyi-pobedyi/2874-ne-stareyut-dushoj-veterani.html"
"ВЕРА СЕРГЕЕВНА КЛЮЧНИКОВА"	"16.03.2015"	"Noname"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/March/1997.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/vruchenie-yubileynoy-medali-70-let-pobedyi-v-velikoy-otechestvennoy-voyne-1941-1945-gg/2873-vera-sergeevna-klyuchnikova.html"
"ПРИГЛАШАЕМ НА КОНЦЕРТ"	"16.03.2015"	"Noname"	"Информация"	"2015/March/1998.txt"	"http://desnyanka.ru/informaciya/2872-priglashaem-na-konczert.html"
"ВАСИЛИЙ НИКИТОВИЧ СИДОРОВ "	"19.03.2015"	"Noname"	"Вручение юбилейной медали «70 лет Победы в Великой Отечественной войне 1941-1945 гг.»"	"2015/March/1999.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/vruchenie-yubileynoy-medali-70-let-pobedyi-v-velikoy-otechestvennoy-voyne-1941-1945-gg/2913-vasilij-nikitovich-sidorov.html"
"Брянская область готовится к 70-летию Победы"	"19.03.2015"	"Noname"	"Культурно-массовые, спортивные и общественно-просветительские мероприятия"	"2015/March/2000.txt"	"http://desnyanka.ru/k-70-letiyu-velikoy-pobedyi/kulturno-massovyie-sportivnyie-i-obshhestvenno-prosvetitelskie-meropriyatiya/2912-bryanskaya-oblast-gotovitsya-k-letiyu-pobedi.html"
"ИНФОРМКУРЬЕР"	"25.03.2015"	"Noname"	"Район: день за днем"	"2015/March/2001.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2959-informkurer.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"25.03.2015"	"Noname"	"Народ и власть"	"2015/March/2002.txt"	"http://desnyanka.ru/narod_i_vlast/2958-v-pravitelstve-oblasti.html"
"ОТЦОВСКОЕ ПОЛЕ"	"25.03.2015"	"Владимир Мельников"	"Наши земляки"	"2015/March/2003.txt"	"http://desnyanka.ru/nashi_zemlyaki/2957-otczovskoe-pole.html"
"СТАВКА НА ИНДУСТРИАЛИЗАЦИЮ"	"28.11.2014"	"Noname"	"Народ и власть"	"2014/November/2004.txt"	"http://desnyanka.ru/narod_i_vlast/2374-stavka-na-industrializacziyu.html"
"ПОЛУЧЕНИЕ СЕРТИФИКАТА"	"28.11.2014"	"Noname"	"Службы информируют"	"2014/November/2005.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2373-poluchenie-sertifikata.html"
"АЛЕКСАНДР БОГОМАЗ: «ФРОНТОВИКИ» ДОЛЖНЫ «ЗАСВЕЧИВАТЬ» И ПОКАЗЫВАТЬ ТЕ НАПРАВЛЕНИЯ, ГДЕ ВЛАСТЬ РАБОТАЕТ НЕЭФФЕКТИВНО!»"	"21.11.2014"	"Noname"	"Народ и власть"	"2014/November/2006.txt"	"http://desnyanka.ru/narod_i_vlast/2371-aleksandr-bogomaz-frontoviki-dolzhni-zasvechivat-i-pokazivat-te-napravleniya-gde-vlast-rabotaet-neeffektivno.html"
"ЧЕЛОВЕК С БОЛЬШИМ СЕРДЦЕМ"	"21.11.2014"	"Noname"	"Письмо в газету"	"2014/November/2007.txt"	"http://desnyanka.ru/pismo_v_gaztu/2370-chelovek-s-bolshim-serdczem.html"
"ПРИЮТ «ДОБРЫЕ РУКИ»"	"21.11.2014"	"Noname"	"Спрашивали – отвечаем"	"2014/November/2008.txt"	"http://desnyanka.ru/sprashivali-otvechaem/2369-priyut-dobrie-ruki.html"
"СПАСИБО ЧИТАТЕЛЯМ"	"21.11.2014"	"Noname"	"Разное"	"2014/November/2009.txt"	"http://desnyanka.ru/raznoe/2368-spasibo-chitatelyam.html"
"  ПОБЕДА ДОБРУНИ"	"21.11.2014"	"Дмитрий НИКОЛАЕВ"	"Спорт"	"2014/November/2010.txt"	"http://desnyanka.ru/sport/2367-pobeda-dobruni.html"
"СПЕЦИАЛИСТ ВЫСОКОГО КЛАССА"	"21.11.2014"	"Юлия Таперо"	"Наши земляки"	"2014/November/2011.txt"	"http://desnyanka.ru/nashi_zemlyaki/2366-speczialist-visokogo-klassa.html"
"СПОРТСМЕН БРЯНСКОГО РАЙОНА СТАЛ РЕКОРДСМЕНОМ БРЯНСКОЙ ОБЛАСТИ ПО ЖИМУ ЛЁЖА"	"21.11.2014"	"Дмитрий Кулешов"	"Спорт"	"2014/November/2012.txt"	"http://desnyanka.ru/sport/2365-sportsmen-bryanskogo-rajona-stal-rekordsmenom-bryanskoj-oblasti-po-zhimu-lzha.html"
"ПРОДЛЕНО ВСТУПЛЕНИЕ В ПРОГРАММУ ГОСУДАРСТВЕННОГО СОФИНАНСИРОВАНИЯ ПЕНСИИ"	"21.11.2014"	"Noname"	"Службы информируют"	"2014/November/2013.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2364-prodleno-vstuplenie-v-programmu-gosudarstvennogo-sofinansirovaniya-pensii.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"20.11.2014"	"Noname"	"Народ и власть"	"2014/November/2014.txt"	"http://desnyanka.ru/narod_i_vlast/2353-v-pravitelstve-oblasti.html"
"ИНФОРМКУРЬЕР"	"20.11.2014"	"Noname"	"Район: день за днем"	"2014/November/2015.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2352-informkurer.html"
"Все новости брянского спорта на сайте «Спорт-32»!"	"19.11.2014"	"Noname"	"Спорт"	"2014/November/2016.txt"	"http://desnyanka.ru/sport/2351-vse-novosti-bryanskogo-sporta-na-sajte-sport.html"
"АЛЕКСАНДР БОГОМАЗ:  «БУДУЩЕЕ — ЗА ТЕХНИЧЕСКИМИ ВУЗАМИ И ИНЖЕНЕРАМИ»"	"14.11.2014"	"Noname"	"Народ и власть"	"2014/November/2017.txt"	"http://desnyanka.ru/narod_i_vlast/2349-aleksandr-bogomaz-budushhee-za-texnicheskimi-vuzami-i-inzhenerami.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"14.11.2014"	"Noname"	"Народ и власть"	"2014/November/2018.txt"	"http://desnyanka.ru/narod_i_vlast/2348-v-pravitelstve-oblasti.html"
"СОТРУДНИЧЕСТВО С ДЕПУТАТАМИ"	"14.11.2014"	"Noname"	"Народ и власть"	"2014/November/2019.txt"	"http://desnyanka.ru/narod_i_vlast/2347-sotrudnichestvo-s-deputatami.html"
"МЕЖДУНАРОДНЫЙ  ДЕНЬ ОТКАЗА ОТ КУРЕНИЯ"	"14.11.2014"	"Артур АЗАРОВ"	"Разное"	"2014/November/2020.txt"	"http://desnyanka.ru/raznoe/2346-mezhdunarodnij-den-otkaza-ot-kureniya.html"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"14.11.2014"	"Noname"	"Народ и власть"	"2014/November/2021.txt"	"http://desnyanka.ru/narod_i_vlast/2345-v-bryanskoj-oblastnoj-dume.html"
"СООБЩЕНИЕ О ПРОИСШЕСТВИИ"	"14.11.2014"	"С.Г. ДМИТРИЕВ"	"Службы информируют"	"2014/November/2022.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2344-soobshhenie-o-proisshestvii.html"
"БОЛЕЕ 700 ЖИТЕЛЕЙ  БРЯНСКОГО РАЙОНА ИЗМЕНИЛИ СПОСОБ УПРАВЛЕНИЯ СВОИМИ ПЕНСИОННЫМИ НАКОПЛЕНИЯМИ"	"14.11.2014"	"Noname"	"Службы информируют"	"2014/November/2023.txt"	"http://desnyanka.ru/sluzhbi_informiruut/2343-bolee-zhitelej-bryanskogo-rajona-izmenili-sposob-upravleniya-svoimi-pensionnimi-nakopleniyami.html"
"ВАЛЕНТИН КУЗЬМИН: «КОРРУПЦИЮ МОЖНО ПОБЕДИТЬ, ТОЛЬКО ДЕЙСТВУЯ СООБЩА С МЕСТНОЙ ВЛАСТЬЮ»"	"7.11.2014"	"Наталья Тимченко"	"Народ и власть"	"2014/November/2024.txt"	"http://desnyanka.ru/narod_i_vlast/2318-valentin-kuzmin-korrupcziyu-mozhno-pobedit-tolko-dejstvuya-soobshha-s-mestnoj-vlastyu.html"
"ВМЕСТЕ МЫ — РОССИЯ!"	"7.11.2014"	"Noname"	"Народ и власть"	"2014/November/2025.txt"	"http://desnyanka.ru/narod_i_vlast/2317-vmeste-mi-rossiya.html"
"ДЕНЬ ПРИЗЫВНИКА"	"7.11.2014"	"Артур СЕРГЕЕВ"	"Район: день за днем"	"2014/November/2026.txt"	"http://desnyanka.ru/rayon_den_za_dnem/2316-den-prizivnika.html"
"НАШ ЗНАМЕНИТЫЙ ЗЕМЛЯК"	"7.11.2014"	"Валентина Шатунова"	"Наши земляки"	"2014/November/2027.txt"	"http://desnyanka.ru/nashi_zemlyaki/2315-nash-znamenitij-zemlyak.html"
"ВНИМАНИЮ ГРАЖДАН, ПРИБЫВШИХ С ТЕРРИТОРИИ УКРАИНЫ!"	"7.11.2014"	"Noname"	"Информация"	"2014/November/2028.txt"	"http://desnyanka.ru/informaciya/2314-vnimaniyu-grazhdan-pribivshix-s-territorii-ukraini.html"
"ПОМОЩЬ УКРАИНСКИМ БЕЖЕНЦАМ"	"7.11.2014"	"Noname"	"В администрации района"	"2014/November/2029.txt"	"http://desnyanka.ru/v_administracii_rayona/2313-pomoshh-ukrainskim-bezhenczam.html"
"СИТУАЦИЯ С ПОЖАРАМИ КОНТРОЛИРУЕТСЯ"	"7.11.2014"	"Noname"	"Народ и власть"	"2014/November/2030.txt"	"http://desnyanka.ru/narod_i_vlast/2312-situacziya-s-pozharami-kontroliruetsya.html"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"7.11.2014"	"Noname"	"Народ и власть"	"2014/November/2031.txt"	"http://desnyanka.ru/narod_i_vlast/2311-v-bryanskoj-oblastnoj-dume.html"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"21.11.2014"	"Noname"	"Народ и власть"	"2014/November/2032.txt"	"http://desnyanka.ru/narod_i_vlast/2363-v-bryanskoj-oblastnoj-dume.html"
"ИХ ТРУД ПОЧЁТЕН И БЛАГОРОДЕН"	"21.11.2014"	"Noname"	"Письмо в газету"	"2014/November/2033.txt"	"http://desnyanka.ru/pismo_v_gaztu/2362-ix-trud-pochten-i-blagoroden.html"
"НЕ ОСТАВАЙТЕСЬ РАВНОДУШНЫМИ!"	"25.07.2014"	"Noname"	"Судьбы людские"	"2014/July/2034.txt"	"http://desnyanka.ru/sudbi_ludskie/1990-ne-ostavajtes-ravnodushnimi.html"
"СВЕНСКАЯ ЯРМАРКА ЖДЕТ ГОСТЕЙ"	"23.07.2014"	"Noname"	"Информация"	"2014/July/2035.txt"	"http://desnyanka.ru/informaciya/1989-svenskaya-yarmarka-zhdet-gostej.html"
"КАК ЗДОРОВО, ЧТО ВСЕ МЫ ЗДЕСЬ СЕГОДНЯ СОБРАЛИСЬ!"	"23.07.2014"	"Noname"	"Район: день за днем"	"2014/July/2036.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1988-kak-zdorovo-chto-vse-mi-zdes-segodnya-sobralis.html"
"ГУЛЯЛИ ВСЕМ СЕЛОМ"	"23.07.2014"	"Анастасия Бабич"	"Район: день за днем"	"2014/July/2037.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1987-gulyali-vsem-selom.html"
"ЗАЩИТА ПРАВ ЛИЦ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ"	"23.07.2014"	"А.И. Глинистая"	"Службы информируют"	"2014/July/2038.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1986-zashhita-prav-licz-s-ogranichennimi-vozmozhnostyami.html"
"ЖИЛЬЕ ДЛЯ НУЖДАЮЩИХСЯ В ПЕРЕСЕЛЕНИИ"	"23.07.2014"	"Noname"	"Народ и власть"	"2014/July/2039.txt"	"http://desnyanka.ru/narod_i_vlast/1985-zhile-dlya-nuzhdayushhixsya-v-pereselenii.html"
"ТРАГЕДИИ НА ВОДЕ"	"23.07.2014"	"Noname"	"Происшествия"	"2014/July/2040.txt"	"http://desnyanka.ru/proishestviya/1984-tragedii-na-vode.html"
"ИНФОРМКУРЬЕР"	"23.07.2014"	"Noname"	"Район: день за днем"	"2014/July/2041.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1983-informkurer.html"
"УСПЕШНОЕ ВЫСТУПЛЕНИЕ"	"23.07.2014"	"Ольга ПРЕСНЯКОВА"	"Наши земляки"	"2014/July/2042.txt"	"http://desnyanka.ru/nashi_zemlyaki/1982-uspeshnoe-vistuplenie.html"
"ОТ ШКОЛЫ ГРАМОТНОСТИ — ДО ГРАНТА ПРЕЗИДЕНТА РФ"	"23.07.2014"	"М.Я. ШЕМЕТОВ"	"Это интересно"	"2014/July/2043.txt"	"http://desnyanka.ru/eto_interesno/1981-ot-shkoli-gramotnosti-do-granta-prezidenta-rf.html"
"ОГРАНИЧЕНИЯ ПО ПОТРЕБЛЕНИЮ ТАБАКА"	"18.07.2014"	"С.Г. Дмитриев"	"Службы информируют"	"2014/July/2044.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1970-ogranicheniya-po-potrebleniyu-tabaka.html"
"В ПАМЯТЬ О ГЕРОЯХ, ВОЕВАВШИХ В ТЫЛУ ВРАГА"	"18.07.2014"	"Noname"	"Народ и власть"	"2014/July/2045.txt"	"http://desnyanka.ru/narod_i_vlast/1969-v-pamyat-o-geroyax-voevavshix-v-tilu-vraga.html"
"«ПЕШЕХОД»"	"18.07.2014"	"Noname"	"Службы информируют"	"2014/July/2046.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1968-peshexod.html"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"18.07.2014"	"Noname"	"Народ и власть"	"2014/July/2047.txt"	"http://desnyanka.ru/narod_i_vlast/1967-v-bryanskoj-oblastnoj-dume.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"18.07.2014"	"Пресс-служба"	"Народ и власть"	"2014/July/2048.txt"	"http://desnyanka.ru/narod_i_vlast/1966-v-pravitelstve-oblasti.html"
"ГОСНАГРАДЫ ОТЛИЧИВШИМСЯ ЗЕМЛЯКАМ"	"18.07.2014"	"Noname"	"Наши земляки"	"2014/July/2049.txt"	"http://desnyanka.ru/nashi_zemlyaki/1965-gosnagradi-otlichivshimsya-zemlyakam.html"
"ДЕНЬ ПОЛЯ НА БРЯНЩИНЕ"	"16.07.2014"	"Валентин СТЕПАНОВ"	"Разное"	"2014/July/2050.txt"	"http://desnyanka.ru/raznoe/1964-den-polya-na-bryanshhine.html"
"НЕ ОСТАВАЙТЕСЬ РАВНОДУШНЫМИ!"	"16.07.2014"	"Noname"	"Судьбы людские"	"2014/July/2051.txt"	"http://desnyanka.ru/sudbi_ludskie/1963-ne-ostavajtes-ravnodushnimi.html"
"ИНФОРМКУРЬЕР"	"16.07.2014"	"Noname"	"Район: день за днем"	"2014/July/2052.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1962-informkurer.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"16.07.2014"	"Пресс-служба"	"Народ и власть"	"2014/July/2053.txt"	"http://desnyanka.ru/narod_i_vlast/1961-v-pravitelstve-oblasti.html"
"НАС ПАМЯТЬ ПОЗВАЛА"	"4.07.2014"	"Сергей ВОДОПЬЯНОВ"	"Судьбы людские"	"2014/July/2054.txt"	"http://desnyanka.ru/sudbi_ludskie/1936-nas-pamyat-pozvala.html"
"С ДАНЬЮ УВАЖЕНИЯ"	"4.07.2014"	"Александр КАЗАКОВ"	"Наши земляки"	"2014/July/2055.txt"	"http://desnyanka.ru/nashi_zemlyaki/1935-s-danyu-uvazheniya.html"
"ВОТ ОНО КАКОЕ, НАШЕ ЛЕТО!"	"4.07.2014"	"Noname"	"Разное"	"2014/July/2056.txt"	"http://desnyanka.ru/raznoe/1934-vot-ono-kakoe-nashe-leto.html"
"ЗВЕЗДЫ НОВОГО ВЕКА"	"4.07.2014"	"Светлана РОМАШОВА"	"Письмо в газету"	"2014/July/2057.txt"	"http://desnyanka.ru/pismo_v_gaztu/1933-zvezdi-novogo-veka.html"
"БЕЗОПАСНЫЙ ОТДЫХ И ОЗДОРОВЛЕНИЕ"	"4.07.2014"	"Е.В. Борисова"	"Информация"	"2014/July/2058.txt"	"http://desnyanka.ru/informaciya/1932-bezopasnij-otdix-i-ozdorovlenie.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"4.07.2014"	"Пресс-служба"	"Народ и власть"	"2014/July/2059.txt"	"http://desnyanka.ru/narod_i_vlast/1931-v-pravitelstve-oblasti.html"
"СИЛА НАША — В ЕДИНСТВЕ"	"4.07.2014"	"Сергей ВОДОПЬЯНОВ"	"Это интересно"	"2014/July/2060.txt"	"http://desnyanka.ru/eto_interesno/1930-sila-nasha-v-edinstve.html"
"ЛУЧШИЕ ИЗ ЛУЧШИХ"	"4.07.2014"	"Константин ЩЕГЛОВ"	"Район: день за днем"	"2014/July/2061.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1929-luchshie-iz-luchshix.html"
"РАДОСТЬ В ТВОРЧЕСТВЕ"	"4.07.2014"	"Noname"	"Наши земляки"	"2014/July/2062.txt"	"http://desnyanka.ru/nashi_zemlyaki/1928-radost-v-tvorchestve.html"
"ОТ ШКОЛЫ ГРАМОТНОСТИ — ДО ГРАНТА ПРЕЗИДЕНТА РФ"	"4.07.2014"	"М.Я. ШЕМЕТОВ"	"Район: день за днем"	"2014/July/2063.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1927-ot-shkoli-gramotnosti-do-granta-prezidenta-rf.html"
"СТРОИТЕЛЬСТВО МЕГАФЕРМЫ НАЧАТО"	"11.07.2014"	"Виктория БУРОВА"	"Район: день за днем"	"2014/July/2064.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1951-stroitelstvo-megafermi-nachato.html"
"ИЩУ МАМУ…"	"11.07.2014"	"Noname"	"Службы информируют"	"2014/July/2065.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1950-ishhu-mamu.html"
"ПРИГЛАШАЕМ НА ПРИЁМ"	"11.07.2014"	"Noname"	"Информация"	"2014/July/2066.txt"	"http://desnyanka.ru/informaciya/1949-priglashaem-na-prim.html"
"ПОМОЩЬ ГРАЖДАНАМ, ВЫНУЖДЕННО ПОКИНУВШИМ УКРАИНУ"	"11.07.2014"	"Noname"	"Информация"	"2014/July/2067.txt"	"http://desnyanka.ru/informaciya/1948-pomoshh-grazhdanam-vinuzhdenno-pokinuvshim-ukrainu.html"
"СЕМЬЯ — ЕДИНСТВО ПОМЫСЛОВ И ДЕЛ"	"11.07.2014"	"Елена Багаева"	"Разное"	"2014/July/2068.txt"	"http://desnyanka.ru/raznoe/1947-semya-edinstvo-pomislov-i-del.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"11.07.2014"	"Пресс-служба"	"Народ и власть"	"2014/July/2069.txt"	"http://desnyanka.ru/narod_i_vlast/1946-v-pravitelstve-oblasti.html"
"ПРИГЛАШАЕМ В ХОТЫЛЕВО!"	"18.07.2014"	"Noname"	"Информация"	"2014/July/2070.txt"	"http://desnyanka.ru/informaciya/1977-priglashaem-v-xotilevo.html"
"НАЧАЛО УБОРОЧНОЙ ПОЛОЖЕНО"	"18.07.2014"	"Валентин СТЕПАНОВ"	"Район: день за днем"	"2014/July/2071.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1976-nachalo-uborochnoj-polozheno.html"
"СВЯТЫНЯ  В БРЯНСКОМ РАЙОНЕ"	"18.07.2014"	"Noname"	"Информация"	"2014/July/2072.txt"	"http://desnyanka.ru/informaciya/1975-svyatinya-v-bryanskom-rajone.html"
"«ОТЦЫ РОССИИ — ЗА МНОГОДЕТНУЮ СЕМЬЮ»"	"18.07.2014"	"Пресс-служба"	"Информация"	"2014/July/2073.txt"	"http://desnyanka.ru/informaciya/1974-otczi-rossii-za-mnogodetnuyu-semyu.html"
"НИКОЛАЙ ДЕНИН: ОБЛАСТНЫЕ ВЛАСТИ ПОМОГУТ РАЗВИВАТЬСЯ ПРЕДПРИЯТИЯМ, СОЗДАННЫМ ОБЪЕДИНЕНИЯМИ ИНВАЛИДОВ"	"18.07.2014"	"Пресс-служба"	"Народ и власть"	"2014/July/2074.txt"	"http://desnyanka.ru/narod_i_vlast/1973-nikolaj-denin-oblastnie-vlasti-pomogut-razvivatsya-predpriyatiyam-sozdannim-obedineniyami-invalidov.html"
"ОТДЫХ УДАЛСЯ НА СЛАВУ"	"18.07.2014"	"С уважением"	"Письмо в газету"	"2014/July/2075.txt"	"http://desnyanka.ru/pismo_v_gaztu/1972-otdix-udalsya-na-slavu.html"
"«СОВРЕМЕННАЯ МУЗЫКА»"	"18.07.2014"	"Noname"	"Это интересно"	"2014/July/2076.txt"	"http://desnyanka.ru/eto_interesno/1971-sovremennaya-muzika.html"
"ГРАФИК РАБОТЫ ТЕРРИТОРИАЛЬНОЙ ИЗБИРАТЕЛЬНОЙ КОМИССИИ БРЯНСКОГО РАЙОНА"	"23.07.2014"	"Noname"	"Информация"	"2014/July/2077.txt"	"http://desnyanka.ru/informaciya/1980-grafik-raboti-territorialnoj-izbiratelnoj-komissii-bryanskogo-rajona.html"
"С ПРЕКРАСНЫМ ЮБИЛЕЕМ!"	"15.03.2014"	"Noname"	"Наши земляки"	"2014/March/2078.txt"	"http://desnyanka.ru/nashi_zemlyaki/1610-SPREKRASNIMYUBILEEM.html"
"В БРЯНСКОЙ ОБЛАСТНОЙ ДУМЕ"	"15.03.2014"	"Noname"	"Народ и власть"	"2014/March/2079.txt"	"http://desnyanka.ru/narod_i_vlast/1609-vbryanskoyoblastnoydume-2.html"
"СПАСИБО ЗА ДОБРОЕ СЕРДЦЕ"	"15.03.2014"	"Noname"	"Письмо в газету"	"2014/March/2080.txt"	"http://desnyanka.ru/pismo_v_gaztu/1607-SPASIBOZADOBROESERDTSE.html"
"ВНИМАНИЮ СУБЪЕКТОВ ТРАНСПОРТНОЙ ИНФРАСТРУКТУРЫ, ОСУЩЕСТВЛЯЮЩИХ ПЕРЕВОЗКИ ОПАСНЫХ ГРУЗОВ АВТОМОБИЛЬНЫМ ТРАНСПОРТОМ!"	"15.03.2014"	"Noname"	"Службы информируют"	"2014/March/2081.txt"	"http://desnyanka.ru/sluzhbi_informiruut/1606-VNIMANIYUSUBEKTOVTRANSPORTNOYINFRASTRUKTURIOSUSHCHESTVLYAYUSHCHIHPEREVOZKIOPASNIHGRUZOVAVTOMOBILNIMTRANSPORTOM.html"
"В ПОДДЕРЖКУ БРАТСКОГО НАРОДА"	"15.03.2014"	"Noname"	"Народ и власть"	"2014/March/2082.txt"	"http://desnyanka.ru/narod_i_vlast/1605-VPODDERZHKUBRATSKOGONARODA.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"15.03.2014"	"Noname"	"Народ и власть"	"2014/March/2083.txt"	"http://desnyanka.ru/narod_i_vlast/1604-VPRAVITELSTVEOBLASTI.html"
"«Наши таланты тебе, Россия»"	"13.03.2014"	"Noname"	"Информация"	"2014/March/2084.txt"	"http://desnyanka.ru/informaciya/1603-NashitalantitebeRossiya.html"
"БРЯНСКИХ МЕЛОМАНОВ ОЖИДАЕТ «LIFE-SHOW» "	"13.03.2014"	"Noname"	"Разное"	"2014/March/2085.txt"	"http://desnyanka.ru/raznoe/1602-BRYANSKIHMELOMANOVOZHIDAETLIFESHOW.html"
"«ПРОТИВОЯДИЕ» РАВНОДУШИЮ И БЕЗНРАВСТВЕННОСТИ       "	"13.03.2014"	"Noname"	"Разное"	"2014/March/2086.txt"	"http://desnyanka.ru/raznoe/1601-PROTIVOYADIERAVNODUSHIYUIBEZNRAVSTVENNOSTI.html"
"ЖИВАЯ КЛАССИКА"	"13.03.2014"	"Noname"	"Письмо в газету"	"2014/March/2087.txt"	"http://desnyanka.ru/pismo_v_gaztu/1589-ZHIVAYAKLASSIKA.html"
"САЛЮТ, ПИОНЕРИЯ!"	"13.03.2014"	"Noname"	"Разное"	"2014/March/2088.txt"	"http://desnyanka.ru/raznoe/1588-SALYUTPIONERIYA.html"
"АЛЕКСАНДР ХИНШТЕЙН: «ОБЛАСТНЫЕ ВЛАСТИ МНОГОЕ ДЕЛАЮТ, ЧТОБЫ РЕШИТЬ ПРОБЛЕМЫ ОБМАНУТЫХ ДОЛЬЩИКОВ»"	"13.03.2014"	"Noname"	"Народ и власть"	"2014/March/2089.txt"	"http://desnyanka.ru/narod_i_vlast/1587-ALEKSANDRHINSHTEYNOBLASTNIEVLASTIMNOGOEDELAYUTCHTOBIRESHITPROBLEMIOBMANUTIHDOLSHCHIKOV.html"
"ИНФОРМКУРЬЕР"	"13.03.2014"	"Noname"	"Район: день за днем"	"2014/March/2090.txt"	"http://desnyanka.ru/rayon_den_za_dnem/1586-INFORMKURER.html"
"В ПРАВИТЕЛЬСТВЕ ОБЛАСТИ"	"13.03.2014"	"Noname"	"Народ и власть"	"2014/March/2091.txt"	"http://desnyanka.ru/narod_i_vlast/1585-VPRAVITELSTVEOBLASTI.html"
"С ПРАЗДНИКОМ!"	"7.03.2014"	"Noname"	"Разное"	"2014/March/2092.txt"	"http://desnyanka.ru/raznoe/1584-SPRAZDNIKOM.html"
"СПАСИБО НАШИМ ВЕТЕРАНАМ"	"7.03.2014"	"Noname"	"В администрации района"	"2014/March/2093.txt"	"http://desnyanka.ru/v_administracii_rayona/1583-SPASIBONASHIMVETERANAM.html"
